kind	x	y	z	block	meta	extra
block	4	-4	10	grass	0	-1
block	4	-4	11	grass	0	-1
block	4	-4	12	grass	0	-1
block	4	-4	13	grass	0	-1
block	4	-4	14	grass	0	-1
block	4	-4	15	grass	0	-1
block	4	-4	16	grass	0	-1
block	4	-4	17	grass	0	-1
block	4	-4	18	grass	0	-1
block	4	-4	19	grass	0	-1
block	4	-4	20	grass	0	-1
block	4	-4	21	grass	0	-1
block	4	-4	22	grass	0	-1
block	5	-4	3	grass	0	-1
block	5	-4	4	grass	0	-1
block	5	-4	5	grass	0	-1
block	5	-4	6	grass	0	-1
block	5	-4	7	grass	0	-1
block	5	-4	8	grass	0	-1
block	5	-4	9	grass	0	-1
block	5	-4	10	grass	0	-1
block	5	-4	11	grass	0	-1
block	5	-4	12	grass	0	-1
block	5	-4	13	grass	0	-1
block	5	-4	14	grass	0	-1
block	5	-4	15	grass	0	-1
block	5	-4	16	grass	0	-1
block	5	-4	17	grass	0	-1
block	5	-4	18	grass	0	-1
block	5	-4	19	grass	0	-1
block	5	-4	20	grass	0	-1
block	5	-4	21	grass	0	-1
block	5	-4	22	grass	0	-1
block	6	-4	3	grass	0	-1
block	6	-4	4	grass	0	-1
block	6	-4	5	grass	0	-1
block	6	-4	6	grass	0	-1
block	6	-4	7	grass	0	-1
block	6	-4	8	grass	0	-1
block	6	-4	9	grass	0	-1
block	6	-4	10	grass	0	-1
block	6	-4	11	grass	0	-1
block	6	-4	12	grass	0	-1
block	6	-4	13	grass	0	-1
block	6	-4	14	grass	0	-1
block	6	-4	15	grass	0	-1
block	6	-4	16	grass	0	-1
block	6	-4	17	grass	0	-1
block	6	-4	18	grass	0	-1
block	6	-4	19	grass	0	-1
block	6	-4	20	grass	0	-1
block	6	-4	21	grass	0	-1
block	6	-4	22	grass	0	-1
block	7	-4	3	grass	0	-1
block	7	-4	4	grass	0	-1
block	7	-4	5	grass	0	-1
block	7	-4	6	grass	0	-1
block	7	-4	7	grass	0	-1
block	7	-4	8	grass	0	-1
block	7	-4	9	grass	0	-1
block	7	-4	10	grass	0	-1
block	7	-4	11	grass	0	-1
block	7	-4	12	grass	0	-1
block	7	-4	13	grass	0	-1
block	7	-4	14	grass	0	-1
block	7	-4	15	grass	0	-1
block	7	-4	16	grass	0	-1
block	7	-4	17	grass	0	-1
block	7	-4	18	grass	0	-1
block	7	-4	19	grass	0	-1
block	7	-4	20	grass	0	-1
block	7	-4	21	grass	0	-1
block	7	-4	22	grass	0	-1
block	8	-4	3	grass	0	-1
block	8	-4	4	grass	0	-1
block	8	-4	5	grass	0	-1
block	8	-4	6	grass	0	-1
block	8	-4	7	grass	0	-1
block	8	-4	8	grass	0	-1
block	8	-4	9	cobblestone	0	-1
block	8	-4	10	cobblestone	0	-1
block	8	-4	11	cobblestone	0	-1
block	8	-4	12	cobblestone	0	-1
block	8	-4	13	cobblestone	0	-1
block	8	-4	14	cobblestone	0	-1
block	8	-4	15	cobblestone	0	-1
block	8	-4	16	cobblestone	0	-1
block	8	-4	17	cobblestone	0	-1
block	8	-4	18	grass	0	-1
block	8	-4	19	grass	0	-1
block	8	-4	20	grass	0	-1
block	8	-4	21	grass	0	-1
block	8	-4	22	grass	0	-1
block	9	-4	3	grass	0	-1
block	9	-4	4	grass	0	-1
block	9	-4	5	grass	0	-1
block	9	-4	6	grass	0	-1
block	9	-4	7	grass	0	-1
block	9	-4	8	grass	0	-1
block	9	-4	9	cobblestone	0	-1
block	9	-4	12	red_mushroom	0	-1
block	9	-4	17	cobblestone	0	-1
block	9	-4	18	grass	0	-1
block	9	-4	19	grass	0	-1
block	9	-4	20	grass	0	-1
block	9	-4	21	grass	0	-1
block	9	-4	22	grass	0	-1
block	10	-4	3	grass	0	-1
block	10	-4	4	grass	0	-1
block	10	-4	5	grass	0	-1
block	10	-4	6	grass	0	-1
block	10	-4	7	grass	0	-1
block	10	-4	8	grass	0	-1
block	10	-4	9	cobblestone	0	-1
block	10	-4	17	cobblestone	0	-1
block	10	-4	18	grass	0	-1
block	10	-4	19	grass	0	-1
block	10	-4	20	grass	0	-1
block	10	-4	21	grass	0	-1
block	10	-4	22	grass	0	-1
block	11	-4	3	grass	0	-1
block	11	-4	4	grass	0	-1
block	11	-4	5	grass	0	-1
block	11	-4	6	grass	0	-1
block	11	-4	7	grass	0	-1
block	11	-4	8	grass	0	-1
block	11	-4	9	cobblestone	0	-1
block	11	-4	13	planks	1	-1
block	11	-4	17	cobblestone	0	-1
block	11	-4	18	grass	0	-1
block	11	-4	19	grass	0	-1
block	11	-4	20	grass	0	-1
block	11	-4	21	grass	0	-1
block	11	-4	22	grass	0	-1
block	12	-4	3	grass	0	-1
block	12	-4	4	grass	0	-1
block	12	-4	5	grass	0	-1
block	12	-4	6	grass	0	-1
block	12	-4	7	grass	0	-1
block	12	-4	8	grass	0	-1
block	12	-4	9	cobblestone	0	-1
block	12	-4	11	brown_mushroom	0	-1
spawner	12	-4	13	once_choice_meat_spawner	0	-1
block	12	-4	17	cobblestone	0	-1
block	12	-4	18	grass	0	-1
block	12	-4	19	grass	0	-1
block	12	-4	20	grass	0	-1
block	12	-4	21	grass	0	-1
block	12	-4	22	grass	0	-1
block	13	-4	3	grass	0	-1
block	13	-4	4	grass	0	-1
block	13	-4	5	grass	0	-1
block	13	-4	6	grass	0	-1
block	13	-4	7	grass	0	-1
block	13	-4	8	grass	0	-1
block	13	-4	9	cobblestone	0	-1
block	13	-4	17	cobblestone	0	-1
block	13	-4	18	grass	0	-1
block	13	-4	19	grass	0	-1
block	13	-4	20	grass	0	-1
block	13	-4	21	grass	0	-1
block	13	-4	22	grass	0	-1
block	14	-4	3	grass	0	-1
block	14	-4	4	grass	0	-1
block	14	-4	5	grass	0	-1
block	14	-4	6	grass	0	-1
block	14	-4	7	grass	0	-1
block	14	-4	8	grass	0	-1
block	14	-4	9	cobblestone	0	-1
block	14	-4	17	cobblestone	0	-1
block	14	-4	18	grass	0	-1
block	14	-4	19	grass	0	-1
block	14	-4	20	grass	0	-1
block	14	-4	21	grass	0	-1
block	14	-4	22	grass	0	-1
block	15	-4	3	grass	0	-1
block	15	-4	4	grass	0	-1
block	15	-4	5	grass	0	-1
block	15	-4	6	grass	0	-1
block	15	-4	7	grass	0	-1
block	15	-4	8	grass	0	-1
block	15	-4	9	cobblestone	0	-1
block	15	-4	16	red_mushroom	0	-1
block	15	-4	17	cobblestone	0	-1
block	15	-4	18	grass	0	-1
block	15	-4	19	grass	0	-1
block	15	-4	20	grass	0	-1
block	15	-4	21	grass	0	-1
block	15	-4	22	grass	0	-1
block	16	-4	3	grass	0	-1
block	16	-4	4	grass	0	-1
block	16	-4	5	grass	0	-1
block	16	-4	6	grass	0	-1
block	16	-4	7	grass	0	-1
block	16	-4	8	grass	0	-1
block	16	-4	9	cobblestone	0	-1
block	16	-4	12	brown_mushroom	0	-1
block	16	-4	17	cobblestone	0	-1
block	16	-4	18	grass	0	-1
block	16	-4	19	grass	0	-1
block	16	-4	20	grass	0	-1
block	16	-4	21	grass	0	-1
block	16	-4	22	grass	0	-1
block	17	-4	3	grass	0	-1
block	17	-4	4	grass	0	-1
block	17	-4	5	grass	0	-1
block	17	-4	6	grass	0	-1
block	17	-4	7	grass	0	-1
block	17	-4	8	grass	0	-1
block	17	-4	9	cobblestone	0	-1
block	17	-4	10	cobblestone	0	-1
block	17	-4	11	cobblestone	0	-1
block	17	-4	12	cobblestone	0	-1
block	17	-4	13	cobblestone	0	-1
block	17	-4	14	cobblestone	0	-1
block	17	-4	15	cobblestone	0	-1
block	17	-4	16	cobblestone	0	-1
block	17	-4	17	cobblestone	0	-1
block	17	-4	18	grass	0	-1
block	17	-4	19	grass	0	-1
block	17	-4	20	grass	0	-1
block	17	-4	21	grass	0	-1
block	17	-4	22	grass	0	-1
block	18	-4	3	grass	0	-1
block	18	-4	4	grass	0	-1
block	18	-4	5	grass	0	-1
block	18	-4	6	grass	0	-1
block	18	-4	7	grass	0	-1
block	18	-4	8	grass	0	-1
block	18	-4	9	grass	0	-1
block	18	-4	10	grass	0	-1
block	18	-4	11	grass	0	-1
block	18	-4	12	grass	0	-1
block	18	-4	13	grass	0	-1
block	18	-4	14	grass	0	-1
block	18	-4	15	grass	0	-1
block	18	-4	16	grass	0	-1
block	18	-4	17	grass	0	-1
block	18	-4	18	grass	0	-1
block	18	-4	19	grass	0	-1
block	18	-4	20	grass	0	-1
block	18	-4	21	grass	0	-1
block	18	-4	22	grass	0	-1
block	19	-4	3	grass	0	-1
block	19	-4	4	grass	0	-1
block	19	-4	5	grass	0	-1
block	19	-4	6	grass	0	-1
block	19	-4	7	grass	0	-1
block	19	-4	8	grass	0	-1
block	19	-4	9	grass	0	-1
block	19	-4	10	grass	0	-1
block	19	-4	11	grass	0	-1
block	19	-4	12	grass	0	-1
block	19	-4	13	grass	0	-1
block	19	-4	14	grass	0	-1
block	19	-4	15	grass	0	-1
block	19	-4	16	grass	0	-1
block	19	-4	17	grass	0	-1
block	19	-4	18	grass	0	-1
block	19	-4	19	grass	0	-1
block	19	-4	20	grass	0	-1
block	19	-4	21	grass	0	-1
block	19	-4	22	grass	0	-1
block	20	-4	3	grass	0	-1
block	20	-4	4	grass	0	-1
block	20	-4	5	grass	0	-1
block	20	-4	6	grass	0	-1
block	20	-4	7	grass	0	-1
block	20	-4	8	grass	0	-1
block	20	-4	9	grass	0	-1
block	20	-4	10	grass	0	-1
block	20	-4	11	grass	0	-1
block	20	-4	12	grass	0	-1
block	20	-4	13	grass	0	-1
block	20	-4	14	grass	0	-1
block	20	-4	15	grass	0	-1
block	20	-4	16	grass	0	-1
block	20	-4	17	grass	0	-1
block	20	-4	18	grass	0	-1
block	20	-4	19	grass	0	-1
block	20	-4	20	grass	0	-1
block	20	-4	21	grass	0	-1
block	20	-4	22	grass	0	-1
block	21	-4	3	grass	0	-1
block	21	-4	4	grass	0	-1
block	21	-4	5	grass	0	-1
block	21	-4	6	grass	0	-1
block	21	-4	7	grass	0	-1
block	21	-4	8	grass	0	-1
block	21	-4	9	grass	0	-1
block	21	-4	10	grass	0	-1
block	21	-4	11	grass	0	-1
block	21	-4	12	grass	0	-1
block	21	-4	13	grass	0	-1
block	21	-4	14	grass	0	-1
block	21	-4	15	grass	0	-1
block	21	-4	16	grass	0	-1
block	21	-4	17	grass	0	-1
block	21	-4	18	grass	0	-1
block	21	-4	19	grass	0	-1
block	21	-4	20	grass	0	-1
block	21	-4	21	grass	0	-1
block	21	-4	22	grass	0	-1
block	22	-4	3	grass	0	-1
block	22	-4	4	grass	0	-1
block	22	-4	5	grass	0	-1
block	22	-4	6	grass	0	-1
block	22	-4	7	grass	0	-1
block	22	-4	8	grass	0	-1
block	22	-4	9	grass	0	-1
block	22	-4	10	grass	0	-1
block	22	-4	11	grass	0	-1
block	22	-4	12	grass	0	-1
block	22	-4	13	grass	0	-1
block	22	-4	14	grass	0	-1
block	22	-4	15	grass	0	-1
block	22	-4	16	grass	0	-1
block	22	-4	17	grass	0	-1
block	22	-4	18	grass	0	-1
block	22	-4	19	grass	0	-1
block	22	-4	20	grass	0	-1
block	22	-4	21	grass	0	-1
block	22	-4	22	grass	0	-1
block	3	-3	3	grass	0	-1
block	3	-3	4	grass	0	-1
block	3	-3	5	grass	0	-1
block	3	-3	6	grass	0	-1
block	3	-3	7	grass	0	-1
block	3	-3	8	grass	0	-1
block	3	-3	9	grass	0	-1
block	3	-3	10	grass	0	-1
block	3	-3	11	grass	0	-1
block	3	-3	12	grass	0	-1
block	3	-3	13	grass	0	-1
block	3	-3	14	grass	0	-1
block	3	-3	15	grass	0	-1
block	3	-3	16	grass	0	-1
block	3	-3	17	grass	0	-1
block	3	-3	18	grass	0	-1
block	3	-3	19	grass	0	-1
block	3	-3	20	grass	0	-1
block	3	-3	21	grass	0	-1
block	3	-3	22	grass	0	-1
block	4	-3	3	grass	0	-1
block	4	-3	4	grass	0	-1
block	4	-3	5	grass	0	-1
block	4	-3	6	grass	0	-1
block	4	-3	7	grass	0	-1
block	4	-3	8	grass	0	-1
block	4	-3	9	grass	0	-1
block	4	-3	10	grass	0	-1
block	4	-3	11	grass	0	-1
block	4	-3	12	grass	0	-1
block	4	-3	13	grass	0	-1
block	4	-3	14	grass	0	-1
block	4	-3	15	grass	0	-1
block	4	-3	16	grass	0	-1
block	4	-3	17	grass	0	-1
block	4	-3	18	grass	0	-1
block	4	-3	19	grass	0	-1
block	4	-3	20	grass	0	-1
block	4	-3	21	grass	0	-1
block	4	-3	22	grass	0	-1
block	5	-3	3	grass	0	-1
block	5	-3	4	grass	0	-1
block	5	-3	5	grass	0	-1
block	5	-3	6	grass	0	-1
block	5	-3	7	grass	0	-1
block	5	-3	8	grass	0	-1
block	5	-3	9	grass	0	-1
block	5	-3	10	grass	0	-1
block	5	-3	11	grass	0	-1
block	5	-3	12	grass	0	-1
block	5	-3	13	grass	0	-1
block	5	-3	14	grass	0	-1
block	5	-3	15	grass	0	-1
block	5	-3	16	grass	0	-1
block	5	-3	17	grass	0	-1
block	5	-3	18	grass	0	-1
block	5	-3	19	grass	0	-1
block	5	-3	20	grass	0	-1
block	5	-3	21	grass	0	-1
block	5	-3	22	grass	0	-1
block	6	-3	3	grass	0	-1
block	6	-3	4	grass	0	-1
block	6	-3	5	grass	0	-1
block	6	-3	6	grass	0	-1
block	6	-3	7	grass	0	-1
block	6	-3	8	grass	0	-1
block	6	-3	9	grass	0	-1
block	6	-3	10	grass	0	-1
block	6	-3	11	grass	0	-1
block	6	-3	12	grass	0	-1
block	6	-3	13	grass	0	-1
block	6	-3	14	grass	0	-1
block	6	-3	15	grass	0	-1
block	6	-3	16	grass	0	-1
block	6	-3	17	grass	0	-1
block	6	-3	18	grass	0	-1
block	6	-3	19	grass	0	-1
block	6	-3	20	grass	0	-1
block	6	-3	21	grass	0	-1
block	6	-3	22	grass	0	-1
block	7	-3	3	grass	0	-1
block	7	-3	4	grass	0	-1
block	7	-3	5	grass	0	-1
block	7	-3	6	grass	0	-1
block	7	-3	7	grass	0	-1
block	7	-3	8	grass	0	-1
block	7	-3	9	grass	0	-1
block	7	-3	10	grass	0	-1
block	7	-3	11	grass	0	-1
block	7	-3	12	grass	0	-1
block	7	-3	13	grass	0	-1
block	7	-3	14	grass	0	-1
block	7	-3	15	grass	0	-1
block	7	-3	16	grass	0	-1
block	7	-3	17	grass	0	-1
block	7	-3	18	grass	0	-1
block	7	-3	19	grass	0	-1
block	7	-3	20	grass	0	-1
block	7	-3	21	grass	0	-1
block	7	-3	22	grass	0	-1
block	8	-3	3	grass	0	-1
block	8	-3	4	grass	0	-1
block	8	-3	5	grass	0	-1
block	8	-3	6	grass	0	-1
block	8	-3	7	grass	0	-1
block	8	-3	8	grass	0	-1
block	8	-3	9	cobblestone	0	-1
block	8	-3	10	cobblestone	0	-1
block	8	-3	11	cobblestone	0	-1
block	8	-3	12	cobblestone	0	-1
block	8	-3	13	cobblestone	0	-1
block	8	-3	14	cobblestone	0	-1
block	8	-3	15	cobblestone	0	-1
block	8	-3	16	cobblestone	0	-1
block	8	-3	17	cobblestone	0	-1
block	8	-3	18	grass	0	-1
block	8	-3	19	grass	0	-1
block	8	-3	20	grass	0	-1
block	8	-3	21	grass	0	-1
block	8	-3	22	grass	0	-1
block	9	-3	3	grass	0	-1
block	9	-3	4	grass	0	-1
block	9	-3	5	grass	0	-1
block	9	-3	6	grass	0	-1
block	9	-3	7	grass	0	-1
block	9	-3	8	grass	0	-1
block	9	-3	9	cobblestone	0	-1
block	9	-3	17	cobblestone	0	-1
block	9	-3	18	grass	0	-1
block	9	-3	19	grass	0	-1
block	9	-3	20	grass	0	-1
block	9	-3	21	grass	0	-1
block	9	-3	22	grass	0	-1
block	10	-3	3	grass	0	-1
block	10	-3	4	grass	0	-1
block	10	-3	5	grass	0	-1
block	10	-3	6	grass	0	-1
block	10	-3	7	grass	0	-1
block	10	-3	8	grass	0	-1
block	10	-3	9	cobblestone	0	-1
block	10	-3	17	cobblestone	0	-1
block	10	-3	18	grass	0	-1
block	10	-3	19	grass	0	-1
block	10	-3	20	grass	0	-1
block	10	-3	21	grass	0	-1
block	10	-3	22	grass	0	-1
block	11	-3	3	grass	0	-1
block	11	-3	4	grass	0	-1
block	11	-3	5	grass	0	-1
block	11	-3	6	grass	0	-1
block	11	-3	7	grass	0	-1
block	11	-3	8	grass	0	-1
block	11	-3	9	cobblestone	0	-1
block	11	-3	17	cobblestone	0	-1
block	11	-3	18	grass	0	-1
block	11	-3	19	grass	0	-1
block	11	-3	20	grass	0	-1
block	11	-3	21	grass	0	-1
block	11	-3	22	grass	0	-1
block	12	-3	3	grass	0	-1
block	12	-3	4	grass	0	-1
block	12	-3	5	grass	0	-1
block	12	-3	6	grass	0	-1
block	12	-3	7	grass	0	-1
block	12	-3	8	grass	0	-1
block	12	-3	9	cobblestone	0	-1
block	12	-3	13	planks	1	-1
block	12	-3	17	cobblestone	0	-1
block	12	-3	18	grass	0	-1
block	12	-3	19	grass	0	-1
block	12	-3	20	grass	0	-1
block	12	-3	21	grass	0	-1
block	12	-3	22	grass	0	-1
block	13	-3	3	grass	0	-1
block	13	-3	4	grass	0	-1
block	13	-3	5	grass	0	-1
block	13	-3	6	grass	0	-1
block	13	-3	7	grass	0	-1
block	13	-3	8	grass	0	-1
block	13	-3	9	cobblestone	0	-1
block	13	-3	17	cobblestone	0	-1
block	13	-3	18	grass	0	-1
block	13	-3	19	grass	0	-1
block	13	-3	20	grass	0	-1
block	13	-3	21	grass	0	-1
block	13	-3	22	grass	0	-1
block	14	-3	3	grass	0	-1
block	14	-3	4	grass	0	-1
block	14	-3	5	grass	0	-1
block	14	-3	6	grass	0	-1
block	14	-3	7	grass	0	-1
block	14	-3	8	grass	0	-1
block	14	-3	9	cobblestone	0	-1
block	14	-3	17	cobblestone	0	-1
block	14	-3	18	grass	0	-1
block	14	-3	19	grass	0	-1
block	14	-3	20	grass	0	-1
block	14	-3	21	grass	0	-1
block	14	-3	22	grass	0	-1
block	15	-3	3	grass	0	-1
block	15	-3	4	grass	0	-1
block	15	-3	5	grass	0	-1
block	15	-3	6	grass	0	-1
block	15	-3	7	grass	0	-1
block	15	-3	8	grass	0	-1
block	15	-3	9	cobblestone	0	-1
block	15	-3	17	cobblestone	0	-1
block	15	-3	18	grass	0	-1
block	15	-3	19	grass	0	-1
block	15	-3	20	grass	0	-1
block	15	-3	21	grass	0	-1
block	15	-3	22	grass	0	-1
block	16	-3	3	grass	0	-1
block	16	-3	4	grass	0	-1
block	16	-3	5	grass	0	-1
block	16	-3	6	grass	0	-1
block	16	-3	7	grass	0	-1
block	16	-3	8	grass	0	-1
block	16	-3	9	cobblestone	0	-1
block	16	-3	17	cobblestone	0	-1
block	16	-3	18	grass	0	-1
block	16	-3	19	grass	0	-1
block	16	-3	20	grass	0	-1
block	16	-3	21	grass	0	-1
block	16	-3	22	grass	0	-1
block	17	-3	3	grass	0	-1
block	17	-3	4	grass	0	-1
block	17	-3	5	grass	0	-1
block	17	-3	6	grass	0	-1
block	17	-3	7	grass	0	-1
block	17	-3	8	grass	0	-1
block	17	-3	9	cobblestone	0	-1
block	17	-3	10	cobblestone	0	-1
block	17	-3	11	cobblestone	0	-1
block	17	-3	12	cobblestone	0	-1
block	17	-3	13	cobblestone	0	-1
block	17	-3	14	cobblestone	0	-1
block	17	-3	15	cobblestone	0	-1
block	17	-3	16	cobblestone	0	-1
block	17	-3	17	cobblestone	0	-1
block	17	-3	18	grass	0	-1
block	17	-3	19	grass	0	-1
block	17	-3	20	grass	0	-1
block	17	-3	21	grass	0	-1
block	17	-3	22	grass	0	-1
block	18	-3	3	grass	0	-1
block	18	-3	4	grass	0	-1
block	18	-3	5	grass	0	-1
block	18	-3	6	grass	0	-1
block	18	-3	7	grass	0	-1
block	18	-3	8	grass	0	-1
block	18	-3	9	grass	0	-1
block	18	-3	10	grass	0	-1
block	18	-3	11	grass	0	-1
block	18	-3	12	grass	0	-1
block	18	-3	13	grass	0	-1
block	18	-3	14	grass	0	-1
block	18	-3	15	grass	0	-1
block	18	-3	16	grass	0	-1
block	18	-3	17	grass	0	-1
block	18	-3	18	grass	0	-1
block	18	-3	19	grass	0	-1
block	18	-3	20	grass	0	-1
block	18	-3	21	grass	0	-1
block	18	-3	22	grass	0	-1
block	19	-3	3	grass	0	-1
block	19	-3	4	grass	0	-1
block	19	-3	5	grass	0	-1
block	19	-3	6	grass	0	-1
block	19	-3	7	grass	0	-1
block	19	-3	8	grass	0	-1
block	19	-3	9	grass	0	-1
block	19	-3	10	grass	0	-1
block	19	-3	11	grass	0	-1
block	19	-3	12	grass	0	-1
block	19	-3	13	grass	0	-1
block	19	-3	14	grass	0	-1
block	19	-3	15	grass	0	-1
block	19	-3	16	grass	0	-1
block	19	-3	17	grass	0	-1
block	19	-3	18	grass	0	-1
block	19	-3	19	grass	0	-1
block	19	-3	20	grass	0	-1
block	19	-3	21	grass	0	-1
block	19	-3	22	grass	0	-1
block	20	-3	3	grass	0	-1
block	20	-3	4	grass	0	-1
block	20	-3	5	grass	0	-1
block	20	-3	6	grass	0	-1
block	20	-3	7	grass	0	-1
block	20	-3	8	grass	0	-1
block	20	-3	9	grass	0	-1
block	20	-3	10	grass	0	-1
block	20	-3	11	grass	0	-1
block	20	-3	12	grass	0	-1
block	20	-3	13	grass	0	-1
block	20	-3	14	grass	0	-1
block	20	-3	15	grass	0	-1
block	20	-3	16	grass	0	-1
block	20	-3	17	grass	0	-1
block	20	-3	18	grass	0	-1
block	20	-3	19	grass	0	-1
block	20	-3	20	grass	0	-1
block	20	-3	21	grass	0	-1
block	20	-3	22	grass	0	-1
block	21	-3	3	grass	0	-1
block	21	-3	4	grass	0	-1
block	21	-3	5	grass	0	-1
block	21	-3	6	grass	0	-1
block	21	-3	7	grass	0	-1
block	21	-3	8	grass	0	-1
block	21	-3	9	grass	0	-1
block	21	-3	10	grass	0	-1
block	21	-3	11	grass	0	-1
block	21	-3	12	grass	0	-1
block	21	-3	13	grass	0	-1
block	21	-3	14	grass	0	-1
block	21	-3	15	grass	0	-1
block	21	-3	16	grass	0	-1
block	21	-3	17	grass	0	-1
block	21	-3	18	grass	0	-1
block	21	-3	19	grass	0	-1
block	21	-3	20	grass	0	-1
block	21	-3	21	grass	0	-1
block	21	-3	22	grass	0	-1
block	22	-3	3	grass	0	-1
block	22	-3	4	grass	0	-1
block	22	-3	5	grass	0	-1
block	22	-3	6	grass	0	-1
block	22	-3	7	grass	0	-1
block	22	-3	8	grass	0	-1
block	22	-3	9	grass	0	-1
block	22	-3	10	grass	0	-1
block	22	-3	11	grass	0	-1
block	22	-3	12	grass	0	-1
block	22	-3	13	grass	0	-1
block	22	-3	14	grass	0	-1
block	22	-3	15	grass	0	-1
block	22	-3	16	grass	0	-1
block	22	-3	17	grass	0	-1
block	22	-3	18	grass	0	-1
block	22	-3	19	grass	0	-1
block	22	-3	20	grass	0	-1
block	22	-3	21	grass	0	-1
block	22	-3	22	grass	0	-1
block	3	-2	3	grass	0	-1
block	3	-2	4	grass	0	-1
block	3	-2	5	grass	0	-1
block	3	-2	6	grass	0	-1
block	3	-2	7	grass	0	-1
block	3	-2	8	grass	0	-1
block	3	-2	9	grass	0	-1
block	3	-2	10	grass	0	-1
block	3	-2	11	grass	0	-1
block	3	-2	12	grass	0	-1
block	3	-2	13	grass	0	-1
block	3	-2	14	grass	0	-1
block	3	-2	15	grass	0	-1
block	3	-2	16	grass	0	-1
block	3	-2	17	grass	0	-1
block	3	-2	18	grass	0	-1
block	3	-2	19	grass	0	-1
block	3	-2	20	grass	0	-1
block	3	-2	21	grass	0	-1
block	3	-2	22	grass	0	-1
block	4	-2	3	grass	0	-1
block	4	-2	4	grass	0	-1
block	4	-2	5	grass	0	-1
block	4	-2	6	grass	0	-1
block	4	-2	7	grass	0	-1
block	4	-2	8	grass	0	-1
block	4	-2	9	grass	0	-1
block	4	-2	10	grass	0	-1
block	4	-2	11	grass	0	-1
block	4	-2	12	grass	0	-1
block	4	-2	13	grass	0	-1
block	4	-2	14	grass	0	-1
block	4	-2	15	grass	0	-1
block	4	-2	16	grass	0	-1
block	4	-2	17	grass	0	-1
block	4	-2	18	grass	0	-1
block	4	-2	19	grass	0	-1
block	4	-2	20	grass	0	-1
block	4	-2	21	grass	0	-1
block	4	-2	22	grass	0	-1
block	5	-2	3	grass	0	-1
block	5	-2	4	grass	0	-1
block	5	-2	5	grass	0	-1
block	5	-2	6	grass	0	-1
block	5	-2	7	grass	0	-1
block	5	-2	8	grass	0	-1
block	5	-2	9	grass	0	-1
block	5	-2	10	grass	0	-1
block	5	-2	11	grass	0	-1
block	5	-2	12	grass	0	-1
block	5	-2	13	grass	0	-1
block	5	-2	14	grass	0	-1
block	5	-2	15	grass	0	-1
block	5	-2	16	grass	0	-1
block	5	-2	17	grass	0	-1
block	5	-2	18	grass	0	-1
block	5	-2	19	grass	0	-1
block	5	-2	20	grass	0	-1
block	5	-2	21	grass	0	-1
block	5	-2	22	grass	0	-1
block	6	-2	3	grass	0	-1
block	6	-2	4	grass	0	-1
block	6	-2	5	grass	0	-1
block	6	-2	6	grass	0	-1
block	6	-2	7	grass	0	-1
block	6	-2	8	grass	0	-1
block	6	-2	9	grass	0	-1
block	6	-2	10	grass	0	-1
block	6	-2	11	grass	0	-1
block	6	-2	12	grass	0	-1
block	6	-2	13	grass	0	-1
block	6	-2	14	grass	0	-1
block	6	-2	15	grass	0	-1
block	6	-2	16	grass	0	-1
block	6	-2	17	grass	0	-1
block	6	-2	18	grass	0	-1
block	6	-2	19	grass	0	-1
block	6	-2	20	grass	0	-1
block	6	-2	21	grass	0	-1
block	6	-2	22	grass	0	-1
block	7	-2	3	grass	0	-1
block	7	-2	4	grass	0	-1
block	7	-2	5	grass	0	-1
block	7	-2	6	grass	0	-1
block	7	-2	7	grass	0	-1
block	7	-2	8	grass	0	-1
block	7	-2	9	grass	0	-1
block	7	-2	10	grass	0	-1
block	7	-2	11	grass	0	-1
block	7	-2	12	grass	0	-1
block	7	-2	13	grass	0	-1
block	7	-2	14	grass	0	-1
block	7	-2	15	grass	0	-1
block	7	-2	16	grass	0	-1
block	7	-2	17	grass	0	-1
block	7	-2	18	grass	0	-1
block	7	-2	19	grass	0	-1
block	7	-2	20	grass	0	-1
block	7	-2	21	grass	0	-1
block	7	-2	22	grass	0	-1
block	8	-2	3	grass	0	-1
block	8	-2	4	grass	0	-1
block	8	-2	5	grass	0	-1
block	8	-2	6	grass	0	-1
block	8	-2	7	grass	0	-1
block	8	-2	8	grass	0	-1
block	8	-2	9	cobblestone	0	-1
block	8	-2	10	cobblestone	0	-1
block	8	-2	11	cobblestone	0	-1
block	8	-2	12	cobblestone	0	-1
block	8	-2	13	cobblestone	0	-1
block	8	-2	14	cobblestone	0	-1
block	8	-2	15	cobblestone	0	-1
block	8	-2	16	cobblestone	0	-1
block	8	-2	17	cobblestone	0	-1
block	8	-2	18	grass	0	-1
block	8	-2	19	grass	0	-1
block	8	-2	20	grass	0	-1
block	8	-2	21	grass	0	-1
block	8	-2	22	grass	0	-1
block	9	-2	3	grass	0	-1
block	9	-2	4	grass	0	-1
block	9	-2	5	grass	0	-1
block	9	-2	6	grass	0	-1
block	9	-2	7	grass	0	-1
block	9	-2	8	grass	0	-1
block	9	-2	9	cobblestone	0	-1
block	9	-2	17	cobblestone	0	-1
block	9	-2	18	grass	0	-1
block	9	-2	19	grass	0	-1
block	9	-2	20	grass	0	-1
block	9	-2	21	grass	0	-1
block	9	-2	22	grass	0	-1
block	10	-2	3	grass	0	-1
block	10	-2	4	grass	0	-1
block	10	-2	5	grass	0	-1
block	10	-2	6	grass	0	-1
block	10	-2	7	grass	0	-1
